rule_id,rule_type,rule_text,total_runs,n_mismatches,decisiveness,false_positive_rate,false_negative_rate,true_positives,true_negatives,false_positives,false_negatives,accuracy,grammar_valid,meets_criteria
RF_t63_r5,fail,initial_heading_error <= 1.6066 AND initial_speed > 0.467 AND initial_heading_error > -1.0405 AND initial_distance_to_obstacle <= 2.4187,141,38,0.7305,0.2695,0.0000,0,103,38,0,0.7305,True,True
RF_t63_r6,fail,initial_heading_error <= 1.6066 AND initial_speed > 0.467 AND initial_heading_error > -1.0405 AND initial_distance_to_obstacle > 2.4187,141,19,0.8652,0.1348,0.0000,0,122,19,0,0.8652,True,False
RF_t63_r7,pass,initial_heading_error > 1.6066 AND obstacle_heading <= 0.4025 AND obstacle_heading <= -1.8501,141,0,1.0000,0.0000,0.9574,6,0,0,135,0.0426,True,False
RF_t63_r8,fail,initial_heading_error > 1.6066 AND obstacle_heading <= 0.4025 AND obstacle_heading > -1.8501,141,8,0.9433,0.0567,0.0000,0,133,8,0,0.9433,True,False
RF_t63_r9,pass,initial_heading_error > 1.6066 AND obstacle_heading > 0.4025,141,0,1.0000,0.0000,0.9149,12,0,0,129,0.0851,True,False
RF_DNF_t63_pass,pass,(initial_heading_error <= 1.6066 AND initial_speed <= 0.467 AND obstacle_speed > 0.8573) OR (initial_heading_error <= 1.6066 AND initial_speed > 0.467 AND initial_heading_error <= -1.0405 AND initial_heading_error > -2.095) OR (initial_heading_error > 1.6066 AND obstacle_heading <= 0.4025 AND obstacle_heading <= -1.8501) OR (initial_heading_error > 1.6066 AND obstacle_heading > 0.4025),141,0,1.0000,0.0000,0.7234,39,0,0,102,0.2766,True,False
RF_DNF_t63_fail,fail,(initial_heading_error <= 1.6066 AND initial_speed <= 0.467 AND obstacle_speed <= 0.8573) OR (initial_heading_error <= 1.6066 AND initial_speed > 0.467 AND initial_heading_error <= -1.0405 AND initial_heading_error <= -2.095) OR (initial_heading_error <= 1.6066 AND initial_speed > 0.467 AND initial_heading_error > -1.0405 AND initial_distance_to_obstacle <= 2.4187) OR (initial_heading_error <= 1.6066 AND initial_speed > 0.467 AND initial_heading_error > -1.0405 AND initial_distance_to_obstacle > 2.4187) OR (initial_heading_error > 1.6066 AND obstacle_heading <= 0.4025 AND obstacle_heading > -1.8501),141,102,0.2766,0.7234,0.0000,0,39,102,0,0.2766,True,True
RF_t73_r1,fail,obstacle_radius <= 0.4835 AND initial_speed <= 1.3153,141,12,0.9149,0.0851,0.0000,0,129,12,0,0.9149,True,False
RF_t73_r2,pass,obstacle_radius <= 0.4835 AND initial_speed > 1.3153,141,0,1.0000,0.0000,0.9078,13,0,0,128,0.0922,True,False
RF_t73_r3,fail,obstacle_radius > 0.4835 AND initial_heading_error <= 0.8317 AND initial_speed <= 1.3324 AND initial_distance_to_obstacle <= 1.9928,141,22,0.8440,0.1560,0.0000,0,119,22,0,0.8440,True,False
RF_t73_r4,fail,obstacle_radius > 0.4835 AND initial_heading_error <= 0.8317 AND initial_speed <= 1.3324 AND initial_distance_to_obstacle > 1.9928,141,32,0.7730,0.2270,0.0000,0,109,32,0,0.7730,True,True
RF_t73_r5,fail,obstacle_radius > 0.4835 AND initial_heading_error <= 0.8317 AND initial_speed > 1.3324,141,29,0.7943,0.2057,0.0000,0,112,29,0,0.7943,True,True
RF_t73_r6,fail,obstacle_radius > 0.4835 AND initial_heading_error > 0.8317 AND obstacle_heading <= 0.4025 AND initial_speed <= 2.1713,141,17,0.8794,0.1206,0.0000,0,124,17,0,0.8794,True,False
RF_t73_r7,pass,obstacle_radius > 0.4835 AND initial_heading_error > 0.8317 AND obstacle_heading <= 0.4025 AND initial_speed > 2.1713,141,0,1.0000,0.0000,0.9716,4,0,0,137,0.0284,True,False
RF_t73_r8,pass,obstacle_radius > 0.4835 AND initial_heading_error > 0.8317 AND obstacle_heading > 0.4025,141,0,1.0000,0.0000,0.9149,12,0,0,129,0.0851,True,False
RF_DNF_t73_pass,pass,(obstacle_radius <= 0.4835 AND initial_speed > 1.3153) OR (obstacle_radius > 0.4835 AND initial_heading_error > 0.8317 AND obstacle_heading <= 0.4025 AND initial_speed > 2.1713) OR (obstacle_radius > 0.4835 AND initial_heading_error > 0.8317 AND obstacle_heading > 0.4025),141,0,1.0000,0.0000,0.7943,29,0,0,112,0.2057,True,False
RF_DNF_t73_fail,fail,(obstacle_radius <= 0.4835 AND initial_speed <= 1.3153) OR (obstacle_radius > 0.4835 AND initial_heading_error <= 0.8317 AND initial_speed <= 1.3324 AND initial_distance_to_obstacle <= 1.9928) OR (obstacle_radius > 0.4835 AND initial_heading_error <= 0.8317 AND initial_speed <= 1.3324 AND initial_distance_to_obstacle > 1.9928) OR (obstacle_radius > 0.4835 AND initial_heading_error <= 0.8317 AND initial_speed > 1.3324) OR (obstacle_radius > 0.4835 AND initial_heading_error > 0.8317 AND obstacle_heading <= 0.4025 AND initial_speed <= 2.1713),141,112,0.2057,0.7943,0.0000,0,29,112,0,0.2057,True,True
